City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Ketou,7.3633,2.5998,92.43,44,51,3.4,BJ,2022-06-07 11:56:24
295,Altay,47.8667,88.1167,64.83,32,57,8.63,CN,2022-06-07 11:56:24
296,Yamada,39.4667,141.95,51.62,96,100,6.93,JP,2022-06-07 11:56:25
297,Bosobolo,4.1833,19.9,89.8,46,87,6.26,CD,2022-06-07 11:56:25
298,Ocos,14.5094,-92.1933,76.01,81,100,5.59,GT,2022-06-07 11:56:25
299,Broken Hill,-31.95,141.4333,49.35,63,37,8.5,AU,2022-06-07 11:56:25
300,Darnah,32.767,22.6367,79.5,64,0,11.65,LY,2022-06-07 11:56:26
301,Camacha,33.0833,-16.3333,69.22,73,40,12.66,PT,2022-06-07 11:56:26
302,Dalbandin,28.8947,64.4101,100.08,4,0,1.81,PK,2022-06-07 11:56:26
303,Wanxian,30.8039,108.3897,82.81,67,80,3.24,CN,2022-06-07 11:56:27
304,Impfondo,1.6381,18.0667,90.64,45,84,3.22,CG,2022-06-07 11:56:27
305,Dudinka,69.4058,86.1778,43.63,96,100,14.54,RU,2022-06-07 11:56:27
306,Bandarbeyla,9.4942,50.8122,93.9,41,100,24.81,SO,2022-06-07 11:56:28
307,College,64.8569,-147.8028,55.38,55,0,1.99,US,2022-06-07 11:56:28
308,Pemangkat,1.1667,108.9667,82.02,75,58,5.95,ID,2022-06-07 11:56:28
309,Fortuna,40.5982,-124.1573,51.66,95,100,8.05,US,2022-06-07 11:56:28
310,Lokosovo,61.1333,74.8167,55.63,39,63,3.04,RU,2022-06-07 11:56:29
311,Denpasar,-8.65,115.2167,83.86,89,20,14.97,ID,2022-06-07 11:53:54
312,Noumea,-22.2763,166.4572,75.99,99,91,6.4,NC,2022-06-07 11:56:29
313,Parrsboro,45.4001,-64.332,61.41,77,5,5.99,CA,2022-06-07 11:56:29
314,Baghdad,33.3406,44.4009,109.31,10,95,12.66,IQ,2022-06-07 11:53:02
315,Gawler,-34.6,138.7333,48.51,90,84,5.84,AU,2022-06-07 11:56:30
316,Belyy Yar,53.6039,91.3903,63.86,36,0,8.95,RU,2022-06-07 11:52:31
317,Acarau,-2.8856,-40.12,78.67,79,92,8.86,BR,2022-06-07 11:56:30
318,Idil,37.3411,41.8895,89.24,15,0,13.53,TR,2022-06-07 11:56:30
319,Hasaki,35.7333,140.8333,59.4,85,100,19.04,JP,2022-06-07 11:56:31
320,Nenjiang,49.1833,125.2167,63.03,50,8,5.35,CN,2022-06-07 11:56:31
321,Isangel,-19.55,169.2667,73.31,82,62,7.81,VU,2022-06-07 11:56:31
322,Santa Rosa,14.3122,121.1114,86.11,76,96,7.78,PH,2022-06-07 11:57:32
323,Vostok,46.4856,135.8833,54.39,73,69,2.15,RU,2022-06-07 11:57:32
324,Grand Forks,47.9417,-97.4337,50.79,86,87,5.68,US,2022-06-07 11:57:32
325,Bosaso,11.2842,49.1816,96.78,63,20,10.36,SO,2022-06-07 11:57:32
326,Ahipara,-35.1667,173.1667,60.42,95,81,6.93,NZ,2022-06-07 11:57:33
327,Nicoya,10.1483,-85.452,73.2,98,100,0.89,CR,2022-06-07 11:57:33
328,Copiapo,-27.3667,-70.3333,49.69,34,0,0.51,CL,2022-06-07 11:57:33
329,Caibarien,22.5206,-79.4669,77.74,88,74,4.21,CU,2022-06-07 11:57:34
330,Coria,39.9879,-6.5377,82.45,25,44,7.29,ES,2022-06-07 11:57:34
331,Price,39.5994,-110.8107,55.11,44,0,5.17,US,2022-06-07 11:53:58
332,Bima,-8.4667,118.7167,76.98,92,68,3.44,ID,2022-06-07 11:57:34
333,Olafsvik,64.8945,-23.7142,49.87,85,100,9.24,IS,2022-06-07 11:57:35
334,San Andres,12.5847,-81.7006,78.82,94,75,2.3,CO,2022-06-07 11:57:35
335,Sinnamary,5.3833,-52.95,77.47,88,98,3.36,GF,2022-06-07 11:57:35
336,Karratha,-20.7377,116.8463,73.13,58,7,7.9,AU,2022-06-07 11:57:35
337,Mar Del Plata,-38.0023,-57.5575,47.08,93,0,5.75,AR,2022-06-07 11:57:36
338,Coruche,38.9595,-8.5252,88.56,25,16,10.13,PT,2022-06-07 11:57:36
339,Altamira,-3.2033,-52.2064,76.3,82,97,2.64,BR,2022-06-07 11:57:36
340,Constitucion,-35.3333,-72.4167,50.31,77,71,3.96,CL,2022-06-07 11:57:37
341,Deogarh,21.5333,84.7333,107.37,15,54,8.86,IN,2022-06-07 11:57:37
342,Castro,-24.7911,-50.0119,60.39,91,99,3.06,BR,2022-06-07 11:57:37
343,Nizhneudinsk,54.9076,99.0276,57.29,39,78,8.32,RU,2022-06-07 11:57:38
344,Ust-Kulom,61.6864,53.6902,70.12,29,59,11.14,RU,2022-06-07 11:57:38
345,Chichicastenango,14.9333,-91.1167,58.62,94,99,1.14,GT,2022-06-07 11:57:38
346,Clyde River,70.4692,-68.5914,37.63,81,100,3.44,CA,2022-06-07 11:57:38
347,Chapais,49.7834,-74.8492,55.18,78,100,9.6,CA,2022-06-07 11:57:39
348,Lichuan,30.3,108.85,64.96,77,81,2.57,CN,2022-06-07 11:57:39
349,Strezhevoy,60.7333,77.5889,56.64,29,98,5.75,RU,2022-06-07 11:57:39
350,Uttarkashi,30.7333,78.45,93.04,16,5,7.47,IN,2022-06-07 11:57:40
351,Gravdal,68.1214,13.5031,43.36,66,100,26.24,NO,2022-06-07 11:57:40
352,Letlhakane,-21.4167,25.5833,72.52,19,0,13.85,BW,2022-06-07 11:57:40
353,Kupang,-10.1667,123.5833,80.2,76,5,10.8,ID,2022-06-07 11:57:40
354,Sao Joao Da Barra,-21.6403,-41.0511,69.89,53,83,11.5,BR,2022-06-07 11:54:27
355,Prince Rupert,54.3161,-130.3201,51.49,84,20,18.41,CA,2022-06-07 11:57:41
356,Rongcheng,30.634,117.8517,71.08,75,16,4.7,CN,2022-06-07 11:57:41
357,Kondopoga,62.2057,34.2614,65.88,29,3,5.64,RU,2022-06-07 11:57:41
358,Bilibino,68.0546,166.4372,38.91,63,70,8.84,RU,2022-06-07 11:57:42
359,Wakkanai,45.4094,141.6739,44.65,85,7,19.06,JP,2022-06-07 11:57:42
360,Atar,20.5169,-13.0499,105.03,10,92,23.26,MR,2022-06-07 11:57:42
361,Iqaluit,63.7506,-68.5145,40.73,75,40,17.27,CA,2022-06-07 11:57:43
362,Saint-Francois,46.4154,3.9054,70.68,52,0,6.91,FR,2022-06-07 11:57:43
363,Cartagena Del Chaira,1.3349,-74.8429,70.7,100,93,0.67,CO,2022-06-07 11:57:43
364,Supe,-10.8,-77.7333,63.05,85,93,3.0,PE,2022-06-07 11:57:43
365,Riverton,40.5219,-111.9391,58.3,62,0,5.99,US,2022-06-07 11:57:44
366,Kokopo,-4.352,152.2633,77.4,85,48,4.34,PG,2022-06-07 11:57:44
367,Husavik,66.0449,-17.3389,49.03,78,100,6.22,IS,2022-06-07 11:57:44
368,Comodoro Rivadavia,-45.8667,-67.5,40.86,87,0,9.22,AR,2022-06-07 11:55:28
369,Arraial Do Cabo,-22.9661,-42.0278,66.06,82,0,2.3,BR,2022-06-07 11:58:45
370,Hammerfest,70.6634,23.6821,46.85,57,75,18.41,NO,2022-06-07 11:58:45
371,Saint-Joseph,-21.3667,55.6167,77.38,73,83,11.07,RE,2022-06-07 11:58:45
372,Colares,38.7992,-9.4469,80.26,53,20,13.8,PT,2022-06-07 11:58:46
373,Canutama,-6.5339,-64.3831,75.04,88,96,2.53,BR,2022-06-07 11:58:46
374,Xai-Xai,-25.0519,33.6442,72.37,56,4,7.52,MZ,2022-06-07 11:58:46
375,Talakan,50.3167,130.3667,62.44,75,19,4.16,RU,2022-06-07 11:58:47
376,Mendi,-6.1761,143.6513,56.19,98,90,1.68,PG,2022-06-07 11:58:47
377,Sangmelima,2.9333,11.9833,83.14,60,74,1.79,CM,2022-06-07 11:58:47
378,Laguna,38.421,-121.4238,63.64,79,0,5.75,US,2022-06-07 11:58:39
379,Taitung,22.7583,121.1444,79.07,100,75,3.44,TW,2022-06-07 11:58:48
380,Alofi,-19.0595,-169.9187,75.09,78,23,10.36,NU,2022-06-07 11:54:43
381,Saint-Augustin,51.226,-58.6502,51.44,32,0,11.1,CA,2022-06-07 11:58:48
382,Kutum,14.2,24.6667,95.22,10,8,15.64,SD,2022-06-07 11:58:48
383,Gorontalo,0.5412,123.0595,77.88,89,72,3.27,ID,2022-06-07 11:58:48
384,Warman,52.3168,-106.5679,55.09,66,75,6.91,CA,2022-06-07 11:57:53
385,Matina,10.0761,-83.2895,76.06,90,82,3.69,CR,2022-06-07 11:58:49
386,Kiboga,0.9161,31.7742,79.83,41,94,5.97,UG,2022-06-07 11:58:49
387,Seka,17.9285,103.9552,80.28,78,100,0.43,TH,2022-06-07 11:58:49
388,Ivybridge,50.3904,-3.9191,67.26,82,86,11.27,GB,2022-06-07 11:58:50
389,Paamiut,61.994,-49.6678,39.34,78,13,10.2,GL,2022-06-07 11:58:50
390,Kemijarvi,66.7131,27.4306,61.65,29,63,9.01,FI,2022-06-07 11:58:50
391,Vega De Alatorre,20.0333,-96.6333,77.88,79,91,4.43,MX,2022-06-07 11:58:51
392,Basco,20.4487,121.9702,84.74,79,100,12.17,PH,2022-06-07 11:58:51
393,Dhidhdhoo,6.8833,73.1,82.81,75,100,11.9,MV,2022-06-07 11:55:06
394,Adrar,20.5022,-10.0711,104.92,8,8,5.08,MR,2022-06-07 11:58:51
395,Rio Gallegos,-51.6226,-69.2181,37.45,52,0,17.27,AR,2022-06-07 11:58:52
396,Marsa Matruh,31.3525,27.2453,84.4,61,0,10.36,EG,2022-06-07 11:58:52
397,Tyrma,50.0833,132.1667,61.2,56,15,2.21,RU,2022-06-07 11:58:52
398,Sabha,27.0377,14.4283,99.16,12,0,11.77,LY,2022-06-07 11:58:52
399,Guaruja,-23.9931,-46.2564,71.89,26,0,0.0,BR,2022-06-07 11:58:53
400,Mehriz,31.5917,54.4318,97.3,11,17,8.37,IR,2022-06-07 11:58:53
401,Port Macquarie,-31.4333,152.9167,48.88,71,3,9.37,AU,2022-06-07 11:58:53
402,La Rioja,42.25,-2.5,71.38,47,78,8.97,ES,2022-06-07 11:58:54
403,Tautira,-17.7333,-149.15,79.03,72,50,14.32,PF,2022-06-07 11:58:54
404,La Ronge,55.1001,-105.2842,52.05,76,75,3.44,CA,2022-06-07 11:58:54
405,Sao Joao Do Paraiso,-15.3136,-42.0144,66.92,56,10,4.47,BR,2022-06-07 11:58:55
406,Padang,-0.9492,100.3543,82.45,85,98,0.6,ID,2022-06-07 11:58:55
407,Poum,-20.2333,164.0167,76.17,74,80,13.11,NC,2022-06-07 11:58:43
408,Sakiai,54.9547,23.0358,73.65,67,67,9.93,LT,2022-06-07 11:58:55
409,Kichera,55.9375,110.0997,49.21,96,68,6.98,RU,2022-06-07 11:58:55
410,San Lorenzo,-25.3333,-57.5333,59.94,100,100,5.99,PY,2022-06-07 11:58:56
411,Batemans Bay,-35.7167,150.1833,44.62,64,17,7.38,AU,2022-06-07 11:58:56
412,Cidreira,-30.1811,-50.2056,63.18,88,100,4.74,BR,2022-06-07 11:59:56
413,Cleveland,41.4995,-81.6954,66.67,95,100,8.05,US,2022-06-07 11:58:14
414,Riyadh,24.6877,46.7219,111.34,4,0,6.02,SA,2022-06-07 11:59:57
415,Sidi Ali,36.0998,0.4206,80.11,44,17,9.1,DZ,2022-06-07 11:59:57
416,Spirit River,55.7833,-118.8361,52.23,94,100,3.2,CA,2022-06-07 11:59:57
417,Slyudyanka,51.6594,103.7061,46.89,90,91,1.54,RU,2022-06-07 11:59:58
418,Cuamba,-14.8031,36.5372,73.18,57,88,9.42,MZ,2022-06-07 11:59:58
419,Severo-Kurilsk,50.6789,156.125,44.78,84,97,4.0,RU,2022-06-07 11:59:58
420,Samoded,63.6083,40.5111,55.92,54,99,5.35,RU,2022-06-07 11:59:58
421,Puerto Madero,14.7208,-92.4215,77.05,78,100,3.91,MX,2022-06-07 11:59:59
422,Urucara,-2.5364,-57.76,75.7,93,99,3.0,BR,2022-06-07 11:59:59
423,Gostyn,51.8825,17.0123,67.44,72,100,3.94,PL,2022-06-07 11:59:59
424,Catalina,32.5056,-110.9211,74.52,29,0,1.28,US,2022-06-07 12:00:00
425,Rio Grande,-32.035,-52.0986,53.71,87,29,6.64,BR,2022-06-07 12:00:00
426,Maumere,-8.6199,122.2111,80.58,76,12,1.5,ID,2022-06-07 12:00:01
427,Zhangjiakou,40.81,114.8794,62.73,70,58,9.31,CN,2022-06-07 12:00:01
428,Charters Towers,-20.1,146.2667,67.21,53,21,10.8,AU,2022-06-07 12:00:02
429,Marawi,7.9986,124.2928,69.55,95,87,1.59,PH,2022-06-07 12:00:03
430,Bonthe,7.5264,-12.505,84.7,66,58,7.87,SL,2022-06-07 12:00:06
431,Norfolk,42.1668,-71.2495,70.09,67,72,1.01,US,2022-06-07 11:57:55
432,Oakdale,44.963,-92.9649,58.75,79,0,0.0,US,2022-06-07 12:00:07
433,Salinopolis,-0.6136,-47.3561,77.63,87,66,5.97,BR,2022-06-07 12:00:23
434,Devonport,-41.1667,146.35,42.87,67,4,15.03,AU,2022-06-07 12:00:35
435,Vestmannaeyjar,63.4427,-20.2734,50.99,87,20,23.02,IS,2022-06-07 11:57:20
436,Kuhdasht,33.535,47.6061,98.94,7,76,22.17,IR,2022-06-07 12:00:52
437,Makkaveyevo,51.7533,113.9454,58.82,73,61,2.62,RU,2022-06-07 12:00:58
438,Hostinne,50.5407,15.7233,67.26,91,100,7.58,CZ,2022-06-07 11:56:45
439,Mastic Beach,40.7668,-72.8521,69.3,80,78,10.0,US,2022-06-07 11:56:19
440,Toba,34.4833,136.85,66.2,69,10,15.9,JP,2022-06-07 12:01:13
441,Atascadero,35.4894,-120.6707,57.25,72,0,4.59,US,2022-06-07 12:01:19
442,Batagay,67.6333,134.6333,66.29,32,10,4.07,RU,2022-06-07 12:01:24
443,Kapit,2.0167,112.9333,75.96,95,97,0.85,MY,2022-06-07 12:01:26
444,Mayo,38.8876,-76.5119,71.98,86,0,6.91,US,2022-06-07 11:57:42
445,Sisimiut,66.9395,-53.6735,40.84,52,8,10.58,GL,2022-06-07 12:01:27
446,Ust-Ishim,57.6935,71.1665,64.74,40,98,7.38,RU,2022-06-07 12:01:28
447,Kondinskoye,59.6481,67.41,63.82,34,98,13.62,RU,2022-06-07 12:01:30
448,Sokoni,-6.4333,39.55,79.97,72,86,19.95,TZ,2022-06-07 12:01:31
449,Oranjemund,-28.55,16.4333,80.87,22,0,18.21,NA,2022-06-07 11:59:40
450,Kakogawa,34.7667,134.85,64.38,69,28,6.73,JP,2022-06-07 12:01:32
451,Boguchar,49.9358,40.545,72.64,47,42,11.74,RU,2022-06-07 12:01:34
452,Tura,25.5198,90.2201,78.44,92,98,4.83,IN,2022-06-07 12:01:35
453,Panguna,-6.3164,155.4848,68.02,97,51,2.62,PG,2022-06-07 12:01:35
454,Ust-Kuyga,70.0167,135.6,64.6,32,88,10.13,RU,2022-06-07 12:01:35
455,Isla Vista,34.4133,-119.861,67.39,81,0,0.0,US,2022-06-07 12:01:36
456,Middlesbrough,54.5762,-1.2348,62.29,67,75,4.61,GB,2022-06-07 12:01:36
457,Bedesa,8.9,40.7833,65.82,80,60,4.36,ET,2022-06-07 12:02:36
458,Hobyo,5.3505,48.5268,82.04,71,93,24.54,SO,2022-06-07 12:02:37
459,Hayden,47.766,-116.7866,50.72,90,0,10.36,US,2022-06-07 12:02:37
460,Ekibastuz,51.6667,75.3667,81.45,24,82,11.41,KZ,2022-06-07 12:02:37
461,Baoning,25.3378,110.026,76.68,83,67,3.13,CN,2022-06-07 12:02:37
462,Mbuji-Mayi,-6.15,23.6,90.45,24,57,5.68,CD,2022-06-07 12:02:38
463,Brae,60.3964,-1.353,52.95,66,78,16.06,GB,2022-06-07 12:02:38
464,Shkoder,42.0683,19.5126,89.94,47,68,5.3,AL,2022-06-07 12:02:38
465,Senanga,-16.1167,23.2667,77.04,26,0,8.97,ZM,2022-06-07 12:02:39
466,Fayaoue,-20.65,166.5333,75.83,76,51,12.26,NC,2022-06-07 12:02:39
467,Kangaatsiaq,68.3065,-53.4641,34.0,69,8,6.11,GL,2022-06-07 12:02:39
468,Dubti,11.7361,41.0853,105.44,10,84,5.66,ET,2022-06-07 12:02:39
469,Hit,33.6416,42.8251,105.39,9,68,10.94,IQ,2022-06-07 12:02:40
470,San Carlos,9.6612,-68.5827,77.47,78,65,2.13,VE,2022-06-07 12:02:40
471,Takab,36.4009,47.1133,83.86,15,83,22.5,IR,2022-06-07 12:02:40
472,Henties Bay,-22.116,14.2845,83.16,25,0,16.55,NA,2022-06-07 12:02:41
473,Puerto Carreno,6.189,-67.4859,77.16,81,28,2.26,CO,2022-06-07 12:02:41
474,Vila,42.0304,-8.1588,66.7,59,45,5.75,PT,2022-06-07 12:02:41
475,Goderich,43.7501,-81.7165,62.91,99,100,13.82,CA,2022-06-07 12:02:15
476,Nara,34.6851,135.8049,65.5,48,62,3.22,JP,2022-06-07 11:58:39
477,Champerico,14.3,-91.9167,74.97,85,100,0.67,GT,2022-06-07 12:02:42
478,Sioux Lookout,50.1001,-91.917,51.71,71,63,2.24,CA,2022-06-07 12:02:42
479,Teguise,29.0605,-13.564,75.42,57,20,20.71,ES,2022-06-07 12:02:42
480,Kenora,49.8167,-94.4337,55.78,66,56,3.0,CA,2022-06-07 12:02:43
481,Saint-Pierre,-21.3393,55.4781,78.48,65,0,21.85,RE,2022-06-07 12:02:43
482,Mayumba,-3.432,10.6554,79.2,73,99,6.29,GA,2022-06-07 12:02:43
483,Porto Belo,-27.1578,-48.5531,64.26,94,98,3.87,BR,2022-06-07 12:02:43
484,Matveyevka,52.15,56.1833,63.75,69,87,18.88,RU,2022-06-07 12:02:44
485,Fukue,32.6881,128.8419,68.68,75,90,9.01,JP,2022-06-07 12:02:44
486,Jining,35.405,116.5814,83.35,24,88,5.57,CN,2022-06-07 11:59:20
487,Buchanan,5.8808,-10.0467,78.71,81,99,1.77,LR,2022-06-07 12:02:44
488,Marathon,44.9,-89.7668,55.15,87,0,8.05,US,2022-06-07 12:02:45
489,Vallenar,-28.5708,-70.7581,58.6,22,0,0.49,CL,2022-06-07 12:02:45
490,Srednekolymsk,67.45,153.6833,42.46,49,31,11.34,RU,2022-06-07 12:02:45
491,Samana,19.2056,-69.3369,79.02,89,40,0.0,DO,2022-06-07 12:02:45
492,Stonewall,50.1344,-97.3268,52.68,76,1,6.02,CA,2022-06-07 12:02:46
493,Palmer,42.1584,-72.3287,68.65,60,58,4.0,US,2022-06-07 11:58:47
494,Buenavista,8.9769,125.4089,77.18,90,74,2.37,PH,2022-06-07 12:02:46
495,Kuchera,26.9839,73.9719,106.09,9,6,17.76,IN,2022-06-07 12:02:46
496,Winslow,35.0242,-110.6974,64.58,32,0,4.61,US,2022-06-07 12:02:47
497,Tabuk,17.4189,121.4443,77.07,89,100,5.7,PH,2022-06-07 12:02:47
498,Natal,-5.795,-35.2094,81.0,70,94,9.78,BR,2022-06-07 12:02:47
499,Verin,41.9415,-7.4381,75.56,36,40,7.18,ES,2022-06-07 12:02:48
500,Teknaf,20.8624,92.3058,83.05,79,82,7.36,BD,2022-06-07 12:02:48
501,Puerto Escondido,15.85,-97.0667,78.49,79,100,5.68,MX,2022-06-07 11:59:48
502,Ryotsu,38.0833,138.4333,63.03,93,97,8.39,JP,2022-06-07 12:02:48
503,Aksha,50.2814,113.2867,63.91,48,64,2.37,RU,2022-06-07 12:02:48
504,Omboue,-1.5746,9.2618,81.05,71,86,9.95,GA,2022-06-07 12:02:49
505,Touros,-5.1989,-35.4608,81.3,70,77,12.06,BR,2022-06-07 12:02:49
506,Bacungan,9.9106,118.7022,82.02,75,93,1.81,PH,2022-06-07 12:02:49
507,Barranca,-10.75,-77.7667,62.67,85,96,3.04,PE,2022-06-07 12:03:50
508,Mount Gambier,-37.8333,140.7667,49.12,70,98,9.26,AU,2022-06-07 12:01:26
509,Mama,58.3106,112.8986,71.82,52,45,3.4,RU,2022-06-07 12:03:50
510,Dom Pedrito,-30.9828,-54.6731,54.05,90,50,5.23,BR,2022-06-07 12:02:47
511,Okha,53.5739,142.9478,40.17,89,59,7.67,RU,2022-06-07 12:03:51
512,Vrangel,42.7297,133.0839,49.55,81,73,5.7,RU,2022-06-07 12:03:51
513,Zyryanka,65.75,150.85,46.42,47,6,9.82,RU,2022-06-07 12:03:51
514,Vanimo,-2.6741,141.3028,78.75,82,100,3.8,PG,2022-06-07 12:03:52
515,Ayan,56.45,138.1667,40.32,90,70,8.66,RU,2022-06-07 12:03:52
516,Lanas,12.0495,121.9185,84.02,73,20,9.06,PH,2022-06-07 12:03:52
517,The Hammocks,25.6715,-80.4445,79.02,95,100,5.75,US,2022-06-07 12:03:52
518,Guatire,10.4762,-66.5427,80.69,90,33,2.06,VE,2022-06-07 12:03:53
519,Cowra,-33.8333,148.6833,37.62,96,36,3.42,AU,2022-06-07 12:03:53
520,Rumoi,43.9344,141.6428,50.97,84,9,5.35,JP,2022-06-07 12:03:53
521,Tazmalt,36.3868,4.3989,95.0,25,58,5.75,DZ,2022-06-07 12:03:54
522,Agirish,61.9247,63.0231,65.86,24,21,10.65,RU,2022-06-07 12:03:54
523,Lasa,46.6166,10.7002,55.69,96,100,5.88,IT,2022-06-07 12:03:54
524,Lima Duarte,-21.8425,-43.7931,68.18,62,65,2.21,BR,2022-06-07 12:03:55
525,Kisangani,0.5167,25.2,89.91,39,73,4.09,CD,2022-06-07 12:03:55
526,Sohag,26.557,31.6948,98.89,14,0,16.58,EG,2022-06-07 11:59:27
527,Alekseyevsk,57.8406,108.3492,50.47,70,91,10.54,RU,2022-06-07 12:03:55
528,Redlands,34.0556,-117.1825,71.38,79,0,3.44,US,2022-06-07 12:03:05
529,Mwene-Ditu,-7.0,23.45,84.99,27,93,5.82,CD,2022-06-07 12:03:56
530,San-Pedro,4.7485,-6.6363,81.86,72,100,5.08,CI,2022-06-07 12:03:56
531,Santarem,-2.4431,-54.7083,77.41,79,50,3.31,BR,2022-06-07 12:02:32
532,San Cristobal,7.7669,-72.225,69.98,87,68,3.4,VE,2022-06-07 12:03:56
533,Ozernovskiy,51.5,156.5167,43.97,87,83,1.68,RU,2022-06-07 12:03:57
534,Sola,-13.8833,167.55,80.51,73,80,22.19,VU,2022-06-07 12:03:57
535,Bondo,3.8146,23.6866,86.49,51,79,3.02,CD,2022-06-07 12:03:57
536,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,73.89,95,76,2.73,BR,2022-06-07 12:03:57
537,Bairiki,1.3292,172.9752,80.6,78,20,9.22,KI,2022-06-07 12:03:58
538,Itarema,-2.9248,-39.9167,79.29,77,91,9.82,BR,2022-06-07 12:03:58
539,Yelandur,12.0667,77.0333,83.55,66,93,12.08,IN,2022-06-07 12:03:58
540,Qaqortoq,60.7167,-46.0333,42.53,81,92,5.95,GL,2022-06-07 12:03:59
541,Mbini,1.574,9.6134,82.0,74,78,8.23,GQ,2022-06-07 12:03:59
542,Amga,60.8953,131.9608,58.91,85,85,2.66,RU,2022-06-07 12:03:59
543,Tshela,-4.9833,12.9333,88.56,47,94,3.78,CD,2022-06-07 12:04:00
544,Lorengau,-2.0226,147.2712,80.44,80,86,6.02,PG,2022-06-07 12:01:46
545,Pitimbu,-7.4706,-34.8086,75.79,83,99,4.61,BR,2022-06-07 12:04:00
546,Saint Augustine,29.8947,-81.3145,79.0,87,0,0.0,US,2022-06-07 12:04:00
547,Nuuk,64.1835,-51.7216,45.21,57,0,3.44,GL,2022-06-07 12:04:01
548,Porbandar,21.6422,69.6093,87.64,73,6,14.18,IN,2022-06-07 11:59:14
549,Kimberley,-28.7323,24.7623,63.82,30,6,3.36,ZA,2022-06-07 12:02:44
550,Richards Bay,-28.783,32.0377,73.6,48,0,5.61,ZA,2022-06-07 12:04:01
551,Jenbach,47.4013,11.7406,56.75,71,100,2.33,AT,2022-06-07 12:04:02
552,Sao Filipe,14.8961,-24.4956,76.53,69,3,8.57,CV,2022-06-07 12:04:02
553,Selenduma,50.9131,106.2406,45.3,77,100,4.88,RU,2022-06-07 12:05:02
554,Alenquer,-1.9417,-54.7383,75.13,90,61,3.49,BR,2022-06-07 12:05:03
555,Tahta,26.7693,31.5021,99.7,15,0,16.71,EG,2022-06-07 12:05:03
556,Aklavik,68.2191,-135.0107,32.09,83,84,9.8,CA,2022-06-07 12:05:03
557,Kamenka,51.3223,42.7678,68.07,46,4,14.41,RU,2022-06-07 12:05:04
558,Boysun,38.2061,67.1986,85.46,13,0,5.41,UZ,2022-06-07 12:05:04
559,Ushtobe,45.2514,77.9838,82.99,17,0,14.43,KZ,2022-06-07 12:05:04
560,Sambava,-14.2667,50.1667,77.27,74,61,15.95,MG,2022-06-07 12:05:04
561,Burns Lake,54.2331,-125.7533,37.71,97,2,1.99,CA,2022-06-07 12:05:05
562,Namibe,-15.1961,12.1522,85.21,32,45,7.99,AO,2022-06-07 12:05:05
563,Puli,23.9664,120.9695,76.23,100,100,2.1,TW,2022-06-07 12:05:05
564,Neftcala,39.3742,49.2472,76.93,53,43,23.67,AZ,2022-06-07 12:05:06
565,Mackay,-21.15,149.2,68.68,70,99,14.67,AU,2022-06-07 12:05:06
566,Herat,34.5,62.0,90.45,7,0,20.27,AF,2022-06-07 12:05:06
567,Curup,-3.4667,102.5333,69.51,98,82,1.1,ID,2022-06-07 12:05:07
568,Wanning,18.8003,110.3967,82.53,81,100,7.54,CN,2022-06-07 12:05:07
569,Mokrous,51.2333,47.5167,68.88,44,33,19.35,RU,2022-06-07 12:05:07
570,Decatur,39.8403,-88.9548,68.05,94,100,8.05,US,2022-06-07 12:05:07
