City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
950,Mar Del Plata,AR,-38.0023,-57.5575,48.09,82,40,16.11,scattered clouds
951,Vila Velha,BR,-20.3297,-40.2925,85.95,55,0,10.36,clear sky
952,Mount Gambier,AU,-37.8333,140.7667,50.45,68,100,8.16,overcast clouds
953,Newport,GB,51.5877,-2.9984,63.68,70,0,17.29,clear sky
954,Petatlan,MX,17.5167,-101.2667,87.6,50,33,8.39,scattered clouds
955,Ostrovnoy,RU,68.0531,39.5131,43.61,73,16,6.38,few clouds
956,Rio Claro,BR,-22.4114,-47.5614,69.66,83,88,8.48,overcast clouds
957,Syracuse,IT,37.0881,15.2792,78.39,74,2,9.33,clear sky
958,Kavieng,PG,-2.5744,150.7967,81.1,74,18,12.48,few clouds
959,Rabo De Peixe,PT,37.8,-25.5833,69.31,83,40,8.05,scattered clouds
960,Faya,SA,18.3851,42.4509,79.32,14,0,10.49,clear sky
961,Kapaa,US,22.0752,-159.319,79.12,75,20,10.36,few clouds
962,Rikitea,PF,-23.1203,-134.9692,74.97,70,100,14.03,overcast clouds
963,Albany,US,42.6001,-73.9662,74.03,49,6,1.01,clear sky
964,Camacha,PT,33.0833,-16.3333,65.62,77,40,18.41,scattered clouds
965,Tuatapere,NZ,-46.1333,167.6833,38.1,92,100,5.01,overcast clouds
966,Castro,BR,-24.7911,-50.0119,60.17,84,100,5.66,overcast clouds
967,Mataura,NZ,-46.1927,168.8643,39.47,96,100,1.97,moderate rain
968,Beisfjord,NO,68.3751,17.5988,57.04,55,0,1.39,clear sky
969,Sombrio,BR,-29.1139,-49.6167,60.93,79,55,19.04,broken clouds
970,Hobart,AU,-42.8794,147.3294,46.26,85,100,18.41,light rain
971,Quang Ngai,VN,15.1167,108.8,79.29,82,100,3.09,overcast clouds
972,Sale,MA,34.0389,-6.8166,85.64,73,75,5.75,broken clouds
973,Hof,DE,50.3167,11.9167,67.23,42,52,8.05,broken clouds
974,Provideniya,RU,64.3833,-173.3,47.64,35,100,8.86,overcast clouds
975,Lorengau,PG,-2.0226,147.2712,79.83,70,18,5.59,few clouds
976,Vila Velha,BR,-20.3297,-40.2925,85.95,55,0,10.36,clear sky
977,Saint-Philippe,RE,-21.3585,55.7679,65.79,81,66,11.03,light rain
978,Castro,BR,-24.7911,-50.0119,60.17,84,100,5.66,overcast clouds
979,Nova Olinda Do Norte,BR,-3.8881,-59.0942,85.37,67,95,2.84,overcast clouds
980,Aleksandrovsk-Sakhalinskiy,RU,50.8975,142.1561,43.11,92,67,4.52,broken clouds
981,Alta Floresta,BR,-9.8756,-56.0861,73.22,83,75,12.66,broken clouds
982,Ivybridge,GB,50.3904,-3.9191,63.68,81,0,15.28,clear sky
983,Avera,US,33.194,-82.5271,87.39,30,99,3.36,overcast clouds
984,Nizwa,OM,22.9333,57.5333,96.93,13,0,3.06,clear sky
985,Shingu,JP,33.7333,135.9833,66.67,92,100,2.91,moderate rain
986,Tabou,CI,4.423,-7.3528,77.04,87,99,7.94,light rain
987,Hilo,US,19.7297,-155.09,80.26,73,0,4.0,clear sky
988,Airai,TL,-8.9266,125.4092,57.45,94,59,4.0,broken clouds
989,Tuatapere,NZ,-46.1333,167.6833,38.1,92,100,5.01,overcast clouds
990,Srednekolymsk,RU,67.45,153.6833,49.59,76,100,10.69,overcast clouds
991,Klaksvik,FO,62.2266,-6.589,52.72,96,100,28.79,light rain
992,Baykit,RU,61.67,96.37,53.92,67,83,3.11,broken clouds
993,Busselton,AU,-33.65,115.3333,63.14,89,94,20.71,light rain
994,Rikitea,PF,-23.1203,-134.9692,74.97,70,100,14.03,overcast clouds
995,Aguimes,ES,27.9054,-15.4461,72.23,60,20,29.93,few clouds
996,Enshi,CN,30.3,109.4833,68.38,90,54,1.3,broken clouds
997,Atuona,PF,-9.8,-139.0333,77.38,72,7,14.9,light rain
998,Rio Gallegos,AR,-51.6226,-69.2181,44.65,45,75,12.66,broken clouds
999,Sesheke,ZM,-17.4759,24.2968,61.32,59,33,6.6,scattered clouds
1000,Codrington,AU,-38.2667,141.9667,51.64,66,100,15.5,overcast clouds
1001,Kapaa,US,22.0752,-159.319,79.12,75,20,10.36,few clouds
1002,Chuy,UY,-33.6971,-53.4616,51.03,50,12,14.74,few clouds
1003,Torbay,CA,47.6666,-52.7314,62.28,96,100,14.97,light rain
1004,Cape Town,ZA,-33.9258,18.4232,66.38,45,0,3.0,clear sky
1005,Cochrane,CA,51.1834,-114.4687,72.54,30,0,17.27,clear sky
1006,Esil,KZ,51.9556,66.4042,58.98,63,10,8.95,clear sky
1007,Acarau,BR,-2.8856,-40.12,80.94,81,24,11.18,few clouds
1008,Arman,RU,59.7,150.1667,37.02,99,100,8.7,moderate rain
1009,Kruisfontein,ZA,-34.0033,24.7314,59.49,46,0,7.16,clear sky
1010,Salvador,SV,13.8333,-88.9167,85.05,59,100,2.01,overcast clouds
1011,Kapaa,US,22.0752,-159.319,79.12,75,20,10.36,few clouds
1012,Ostrovnoy,RU,68.0531,39.5131,43.61,73,16,6.38,few clouds
1013,Port-Gentil,GA,-0.7193,8.7815,76.96,83,20,5.75,few clouds
1014,Airai,TL,-8.9266,125.4092,57.45,94,59,4.0,broken clouds
1015,Mataura,NZ,-46.1927,168.8643,39.47,96,100,1.97,moderate rain
1016,Barrow,US,71.2906,-156.7887,30.22,93,100,11.5,overcast clouds
1017,Ushuaia,AR,-54.8,-68.3,42.46,56,75,26.46,broken clouds
1018,Goure,NE,13.9835,10.2704,91.9,28,11,7.05,few clouds
1019,Hermanus,ZA,-34.4187,19.2345,64.94,40,33,9.33,scattered clouds
1020,Rikitea,PF,-23.1203,-134.9692,74.97,70,100,14.03,overcast clouds
1021,Albany,US,42.6001,-73.9662,74.03,49,6,1.01,clear sky
1022,Meulaboh,ID,4.1363,96.1285,75.4,90,32,6.69,scattered clouds
1023,Hobart,AU,-42.8794,147.3294,46.26,85,100,18.41,light rain
1024,Cururupu,BR,-1.8283,-44.8683,83.7,66,30,6.82,scattered clouds
1025,Pevek,RU,69.7008,170.3133,43.14,64,100,3.58,overcast clouds
1026,Chipata,ZM,-13.6333,32.65,55.24,86,21,6.02,few clouds
1027,Apatou,GF,5.155,-54.3472,82.0,89,91,3.71,moderate rain
1028,Otane,NZ,-39.8833,176.6333,58.01,56,0,13.65,clear sky
1029,Solnechnyy,RU,50.7214,136.6319,40.06,93,6,2.44,clear sky
1030,Rutigliano,IT,41.0111,17.0055,74.57,78,5,16.87,clear sky
1031,Jinchang,CN,38.4953,102.1739,66.99,17,100,5.19,overcast clouds
1032,Hithadhoo,MV,-0.6,73.0833,84.54,69,43,11.83,scattered clouds
1033,Pangkalanbuun,ID,-2.6833,111.6167,74.53,96,100,1.48,overcast clouds
1034,Yining,CN,29.0361,114.5636,70.3,93,100,1.28,overcast clouds
1035,Mataura,NZ,-46.1927,168.8643,39.47,96,100,1.97,moderate rain
1036,Albany,US,42.6001,-73.9662,74.03,49,6,1.01,clear sky
1037,Micheweni,TZ,-4.9667,39.8333,77.88,79,70,12.66,broken clouds
1038,Sayyan,YE,15.1718,44.3244,69.66,21,92,4.76,overcast clouds
1039,Mvuma,ZW,-19.2792,30.5283,47.73,61,0,9.53,clear sky
1040,Hilo,US,19.7297,-155.09,80.26,73,0,4.0,clear sky
1041,Hasaki,JP,35.7333,140.8333,66.6,86,100,6.8,overcast clouds
1042,Ribeira Grande,PT,38.5167,-28.7,64.8,94,75,4.61,broken clouds
1043,Maxixe,MZ,-23.8597,35.3472,69.62,73,40,8.05,scattered clouds
1044,Xiongzhou,CN,25.1167,114.3,75.15,98,100,1.25,light rain
1045,Jamestown,US,42.097,-79.2353,70.05,40,20,12.66,few clouds
1046,Busselton,AU,-33.65,115.3333,63.14,89,94,20.71,light rain
1047,Yellowknife,CA,62.456,-114.3525,70.32,46,75,10.36,broken clouds
1048,Mutoko,ZW,-17.397,32.2268,56.46,50,82,6.78,broken clouds
1049,Kapaa,US,22.0752,-159.319,79.12,75,20,10.36,few clouds
1050,Bluff,NZ,-46.6,168.3333,39.79,95,100,13.62,light rain
1051,Kuznechnoye,RU,61.12,29.8686,57.06,85,100,2.86,overcast clouds
1052,Katsuura,JP,35.1333,140.3,68.14,84,100,7.02,overcast clouds
1053,Portland,US,45.5234,-122.6762,68.97,83,100,5.99,overcast clouds
1054,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,68,25,8.79,scattered clouds
1055,Puerto Ayora,EC,-0.7393,-90.3518,80.56,69,0,11.39,clear sky
1056,Williams Lake,CA,52.1415,-122.1445,72.05,44,75,8.05,broken clouds
1057,Mataura,NZ,-46.1927,168.8643,39.47,96,100,1.97,moderate rain
1058,Fasa,IR,28.9383,53.6482,83.44,10,0,9.22,clear sky
1059,Yulara,AU,-25.2406,130.9889,46.09,58,99,9.35,overcast clouds
1060,Bredasdorp,ZA,-34.5322,20.0403,58.68,51,100,3.71,overcast clouds
1061,Jamestown,US,42.097,-79.2353,70.05,40,20,12.66,few clouds
1062,Hobart,AU,-42.8794,147.3294,46.26,85,100,18.41,light rain
1063,Vaini,TO,-21.2,-175.2,69.96,94,75,4.61,broken clouds
1064,Carnarvon,AU,-24.8667,113.6333,69.78,71,1,8.37,clear sky
1065,San Patricio,US,28.017,-97.5169,97.52,40,9,18.41,clear sky
1066,Rocha,UY,-34.4833,-54.3333,47.66,59,50,17.09,scattered clouds
1067,Panguna,PG,-6.3164,155.4848,66.67,95,10,1.95,clear sky
1068,Mackay,AU,-21.15,149.2,43.68,56,88,12.82,overcast clouds
1069,Ilulissat,GL,69.2167,-51.1,35.62,93,75,5.75,broken clouds
1070,Hermanus,ZA,-34.4187,19.2345,64.94,40,33,9.33,scattered clouds
1071,Albany,US,42.6001,-73.9662,74.03,49,6,1.01,clear sky
1072,Kapaa,US,22.0752,-159.319,79.12,75,20,10.36,few clouds
1073,Bambous Virieux,MU,-20.3428,57.7575,70.05,88,75,10.36,light rain
1074,Yeniseysk,RU,58.4497,92.1703,52.34,77,62,4.81,broken clouds
1075,Los Llanos De Aridane,ES,28.6585,-17.9182,72.12,85,0,14.97,clear sky
1076,Cidreira,BR,-30.1811,-50.2056,55.42,64,58,20.42,broken clouds
1077,Santa Ines,BR,-3.6667,-45.38,80.26,91,100,2.51,overcast clouds
1078,Ushuaia,AR,-54.8,-68.3,42.46,56,75,26.46,broken clouds
1079,Inhambane,MZ,-23.865,35.3833,69.78,73,40,8.05,scattered clouds
1080,Bluff,NZ,-46.6,168.3333,39.79,95,100,13.62,light rain
1081,Tuktoyaktuk,CA,69.4541,-133.0374,41.0,65,75,9.22,broken clouds
1082,Eirunepe,BR,-6.6603,-69.8736,83.17,66,70,3.89,broken clouds
1083,Ponta Do Sol,PT,32.6667,-17.1,76.71,71,0,3.94,clear sky
1084,Te Anau,NZ,-45.4167,167.7167,37.0,95,100,4.14,light rain
1085,Ushuaia,AR,-54.8,-68.3,42.46,56,75,26.46,broken clouds
1086,Kurilsk,RU,45.2333,147.8833,41.49,91,52,9.93,broken clouds
1087,Mataura,NZ,-46.1927,168.8643,39.47,96,100,1.97,moderate rain
1088,Albany,US,42.6001,-73.9662,74.03,49,6,1.01,clear sky
1089,Albany,US,42.6001,-73.9662,74.03,49,6,1.01,clear sky
1090,Craig,US,40.5153,-107.5464,80.55,26,0,3.44,clear sky
1091,Tartus,SY,34.889,35.8866,74.53,66,0,1.97,clear sky
1092,Aswan,EG,24.0934,32.907,101.5,12,0,4.61,clear sky
1093,Okato,NZ,-39.2,173.8833,59.18,86,87,18.99,light rain
1094,Vaini,TO,-21.2,-175.2,69.96,94,75,4.61,broken clouds
1095,Sitka,US,57.0531,-135.33,51.69,82,100,12.66,light rain
1096,Sazonovo,RU,59.0919,35.2268,57.67,75,100,4.45,overcast clouds
1097,Srednekolymsk,RU,67.45,153.6833,49.59,76,100,10.69,overcast clouds
1098,Albany,US,42.6001,-73.9662,74.03,49,6,1.01,clear sky
1099,Saint George,US,37.1041,-113.5841,102.63,15,0,3.44,clear sky
1100,Avarua,CK,-21.2078,-159.775,75.25,60,72,5.75,broken clouds
1101,Severo-Kurilsk,RU,50.6789,156.125,43.32,94,100,9.28,overcast clouds
1102,Iskateley,RU,67.6803,53.1512,42.96,81,100,20.6,overcast clouds
1103,Barrow,US,71.2906,-156.7887,30.22,93,100,11.5,overcast clouds
1104,Usinsk,RU,65.9939,57.5281,64.94,47,47,8.72,scattered clouds
1105,Bontang,ID,0.1333,117.5,78.03,83,100,2.08,overcast clouds
1106,Vinh,VN,18.6667,105.6667,81.36,73,100,4.94,overcast clouds
1107,Kitimat,CA,54.0524,-128.6534,55.78,26,100,1.99,light rain
1108,Ushuaia,AR,-54.8,-68.3,42.46,56,75,26.46,broken clouds
1109,Atambua,ID,-9.1061,124.8925,72.07,85,100,8.03,overcast clouds
1110,Rikitea,PF,-23.1203,-134.9692,74.97,70,100,14.03,overcast clouds
1111,Rawson,AR,-43.3002,-65.1023,48.99,31,35,8.21,scattered clouds
1112,Port Elizabeth,ZA,-33.918,25.5701,59.29,100,0,3.44,clear sky
1113,Hermanus,ZA,-34.4187,19.2345,64.94,40,33,9.33,scattered clouds
1114,Lena,ES,43.1,-5.7333,52.34,97,77,4.36,broken clouds
1115,Saint-Philippe,RE,-21.3585,55.7679,65.79,81,66,11.03,light rain
1116,Liverpool,GB,53.4106,-2.9779,66.74,58,20,24.16,few clouds
1117,Puerto Ayora,EC,-0.7393,-90.3518,80.56,69,0,11.39,clear sky
1118,Souillac,MU,-20.5167,57.5167,70.18,88,75,10.36,light rain
1119,Saint-Philippe,RE,-21.3585,55.7679,65.79,81,66,11.03,light rain
1120,Hilo,US,19.7297,-155.09,80.26,73,0,4.0,clear sky
1121,Ushuaia,AR,-54.8,-68.3,42.46,56,75,26.46,broken clouds
1122,Sao Filipe,CV,14.8961,-24.4956,74.57,82,1,10.2,clear sky
1123,Hobart,AU,-42.8794,147.3294,46.26,85,100,18.41,light rain
1124,Punta Arenas,CL,-53.15,-70.9167,41.11,70,75,18.41,broken clouds
1125,Baoro,CF,5.6667,15.9667,70.7,85,44,2.37,scattered clouds
1126,Busselton,AU,-33.65,115.3333,63.14,89,94,20.71,light rain
1127,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.88,79,19,3.67,few clouds
1128,Ushuaia,AR,-54.8,-68.3,42.46,56,75,26.46,broken clouds
1129,Richards Bay,ZA,-28.783,32.0377,64.04,85,11,4.47,few clouds
1130,Villa Literno,IT,41.0099,14.0805,75.94,62,0,6.24,clear sky
1131,Hilo,US,19.7297,-155.09,80.26,73,0,4.0,clear sky
1132,Drovyanaya,RU,51.5833,113.0333,49.26,95,100,1.72,overcast clouds
1133,San Rafael,AR,-34.6177,-68.3301,57.61,28,20,10.42,few clouds
1134,Hualmay,PE,-11.0964,-77.6139,68.63,71,36,10.67,scattered clouds
1135,New Norfolk,AU,-42.7826,147.0587,45.9,86,100,5.99,overcast clouds
1136,Souillac,MU,-20.5167,57.5167,70.18,88,75,10.36,light rain
1137,Ranong,TH,9.9658,98.6348,79.99,85,81,8.41,broken clouds
1138,Geraldton,AU,-28.7667,114.6,63.01,94,40,10.36,scattered clouds
1139,Arraial Do Cabo,BR,-22.9661,-42.0278,78.76,69,75,3.44,broken clouds
1140,Pella,RU,59.7775,30.8181,61.95,78,100,3.78,overcast clouds
1141,Upernavik,GL,72.7868,-56.1549,31.86,77,17,10.36,few clouds
1142,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.16,93,100,11.5,mist
1143,Narsaq,GL,60.9167,-46.05,61.02,54,100,3.98,overcast clouds
1144,Kualakapuas,ID,-3.0091,114.3876,73.71,97,100,2.8,moderate rain
1145,Ushuaia,AR,-54.8,-68.3,42.46,56,75,26.46,broken clouds
1146,Orlovskiy,RU,46.8714,42.0592,67.66,41,0,8.75,clear sky
1147,Mathbaria,BD,22.2876,89.9593,83.41,87,100,10.96,overcast clouds
1148,Dikson,RU,73.5069,80.5464,32.25,87,96,6.4,overcast clouds
1149,Carnarvon,AU,-24.8667,113.6333,69.78,71,1,8.37,clear sky
1150,Saldanha,ZA,-33.0117,17.9442,60.85,40,39,8.95,scattered clouds
1151,Thompson,CA,55.7435,-97.8558,69.96,32,20,3.44,few clouds
1152,Vaini,TO,-21.2,-175.2,69.96,94,75,4.61,broken clouds
1153,Samarai,PG,-10.6167,150.6667,79.57,80,97,5.19,overcast clouds
1154,Hobart,AU,-42.8794,147.3294,46.26,85,100,18.41,light rain
1155,Mahebourg,MU,-20.4081,57.7,70.09,88,75,10.36,broken clouds
1156,Ushuaia,AR,-54.8,-68.3,42.46,56,75,26.46,broken clouds
1157,Bar-Le-Duc,FR,48.75,5.1667,71.98,74,12,2.91,few clouds
1158,Bluff,NZ,-46.6,168.3333,39.79,95,100,13.62,light rain
1159,Tiksi,RU,71.6872,128.8694,39.0,78,3,4.97,clear sky
1160,Phan Thiet,VN,10.9333,108.1,77.86,86,100,3.67,overcast clouds
1161,Kahului,US,20.8947,-156.47,80.62,68,20,18.41,few clouds
1162,Ushuaia,AR,-54.8,-68.3,42.46,56,75,26.46,broken clouds
1163,Dryden,CA,49.7833,-92.7503,70.09,28,0,5.75,clear sky
1164,Bredasdorp,ZA,-34.5322,20.0403,58.68,51,100,3.71,overcast clouds
1165,Dikson,RU,73.5069,80.5464,32.25,87,96,6.4,overcast clouds
1166,Vaini,TO,-21.2,-175.2,69.96,94,75,4.61,broken clouds
1167,Rikitea,PF,-23.1203,-134.9692,74.97,70,100,14.03,overcast clouds
1168,Cape Town,ZA,-33.9258,18.4232,66.38,45,0,3.0,clear sky
1169,Ahuimanu,US,21.4447,-157.8378,80.31,63,20,12.66,few clouds
1170,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,86,98,5.35,overcast clouds
1171,Yulara,AU,-25.2406,130.9889,46.09,58,99,9.35,overcast clouds
1172,Salalah,OM,17.0151,54.0924,86.09,79,75,8.05,broken clouds
1173,Lompoc,US,34.6391,-120.4579,95.77,62,0,10.36,clear sky
1174,Chokurdakh,RU,70.6333,147.9167,48.72,53,73,10.74,broken clouds
1175,Punta Arenas,CL,-53.15,-70.9167,41.11,70,75,18.41,broken clouds
1176,Hobart,AU,-42.8794,147.3294,46.26,85,100,18.41,light rain
1177,Norman Wells,CA,65.282,-126.8329,50.04,66,75,16.11,broken clouds
1178,Lakatoro,VU,-16.0999,167.4164,78.75,85,100,4.29,overcast clouds
1179,Lewisporte,CA,49.2499,-55.0482,64.11,82,100,18.28,overcast clouds
1180,Barbastro,ES,42.0356,0.1269,91.94,21,18,5.44,few clouds
1181,Palmer,US,42.1584,-72.3287,77.52,44,75,12.66,broken clouds
1182,Flin Flon,CA,54.7682,-101.865,69.64,35,100,12.66,overcast clouds
1183,Ushuaia,AR,-54.8,-68.3,42.46,56,75,26.46,broken clouds
1184,Rikitea,PF,-23.1203,-134.9692,74.97,70,100,14.03,overcast clouds
1185,Atuona,PF,-9.8,-139.0333,77.38,72,7,14.9,light rain
1186,Busselton,AU,-33.65,115.3333,63.14,89,94,20.71,light rain
1187,Kirchzarten,DE,47.9667,7.95,74.39,70,24,2.46,few clouds
1188,Chuy,UY,-33.6971,-53.4616,51.03,50,12,14.74,few clouds
1189,Bambous Virieux,MU,-20.3428,57.7575,70.05,88,75,10.36,light rain
1190,Aswan,EG,24.0934,32.907,101.5,12,0,4.61,clear sky
1191,Busselton,AU,-33.65,115.3333,63.14,89,94,20.71,light rain
1192,Port Alfred,ZA,-33.5906,26.891,58.17,87,0,11.39,clear sky
1193,Abilene,US,32.4487,-99.7331,97.29,33,0,12.66,clear sky
1194,Clyde River,CA,70.4692,-68.5914,34.03,93,100,10.36,overcast clouds
1195,Jamestown,US,42.097,-79.2353,70.05,40,20,12.66,few clouds
1196,Yellowknife,CA,62.456,-114.3525,70.32,46,75,10.36,broken clouds
1197,Anito,PH,12.4497,125.2886,77.81,89,100,3.96,overcast clouds
1198,Punta Arenas,CL,-53.15,-70.9167,41.11,70,75,18.41,broken clouds
1199,Busselton,AU,-33.65,115.3333,63.14,89,94,20.71,light rain
1200,Mataura,NZ,-46.1927,168.8643,39.47,96,100,1.97,moderate rain
1201,Hengshan,CN,45.2,130.9167,48.69,94,6,1.7,clear sky
1202,Chuy,UY,-33.6971,-53.4616,51.03,50,12,14.74,few clouds
1203,Fatezh,RU,52.0891,35.8632,67.98,77,31,4.76,scattered clouds
1204,Tasiilaq,GL,65.6145,-37.6368,42.96,72,80,5.88,broken clouds
1205,Qaanaaq,GL,77.484,-69.3632,31.24,85,100,4.9,overcast clouds
1206,Norman Wells,CA,65.282,-126.8329,50.04,66,75,16.11,broken clouds
1207,Butaritari,KI,3.0707,172.7902,82.11,74,95,13.87,light rain
1208,Saint-Philippe,RE,-21.3585,55.7679,65.79,81,66,11.03,light rain
1209,Ushuaia,AR,-54.8,-68.3,42.46,56,75,26.46,broken clouds
1210,Kapaa,US,22.0752,-159.319,79.12,75,20,10.36,few clouds
1211,Ushuaia,AR,-54.8,-68.3,42.46,56,75,26.46,broken clouds
1212,Mar Del Plata,AR,-38.0023,-57.5575,48.09,82,40,16.11,scattered clouds
1213,College,US,64.8569,-147.8028,54.21,65,100,6.91,overcast clouds
1214,Broken Hill,AU,-31.95,141.4333,47.07,92,25,9.57,scattered clouds
1215,Iqaluit,CA,63.7506,-68.5145,51.53,57,20,16.11,few clouds
1216,Faanui,PF,-16.4833,-151.75,80.24,75,9,18.97,clear sky
1217,Osypenko,UA,46.9136,36.8253,69.69,71,71,3.18,broken clouds
1218,Flinders,AU,-34.5833,150.8552,51.06,74,3,10.6,clear sky
1219,Sakakah,SA,29.9697,40.2064,96.37,14,0,2.13,clear sky
1220,Butaritari,KI,3.0707,172.7902,82.11,74,95,13.87,light rain
1221,Hilo,US,19.7297,-155.09,80.26,73,0,4.0,clear sky
1222,Kasama,ZM,-10.2129,31.1808,55.18,81,6,4.47,clear sky
1223,Rikitea,PF,-23.1203,-134.9692,74.97,70,100,14.03,overcast clouds
1224,Yellowknife,CA,62.456,-114.3525,70.32,46,75,10.36,broken clouds
1225,Orlik,RU,52.5178,99.825,39.76,90,36,2.82,scattered clouds
1226,Rio Branco,BR,-9.9747,-67.81,70.41,94,75,6.91,broken clouds
1227,Mataura,NZ,-46.1927,168.8643,39.47,96,100,1.97,moderate rain
1228,Ushuaia,AR,-54.8,-68.3,42.46,56,75,26.46,broken clouds
1229,Atuona,PF,-9.8,-139.0333,77.38,72,7,14.9,light rain
1230,Lompoc,US,34.6391,-120.4579,95.77,62,0,10.36,clear sky
1231,Teya,RU,60.3778,92.6267,53.6,66,64,2.33,broken clouds
1232,Rocha,UY,-34.4833,-54.3333,47.66,59,50,17.09,scattered clouds
1233,Vao,NC,-22.6667,167.4833,72.16,82,93,12.46,overcast clouds
1234,Boyolangu,ID,-8.1181,111.8935,75.24,92,71,0.96,broken clouds
1235,Vestmannaeyjar,IS,63.4427,-20.2734,56.39,67,40,6.91,scattered clouds
1236,Russkaya Polyana,UA,49.417,31.9201,67.06,67,99,6.53,overcast clouds
1237,Paamiut,GL,61.994,-49.6678,39.49,81,100,7.83,overcast clouds
1238,Quelimane,MZ,-17.8786,36.8883,67.95,88,20,10.36,few clouds
1239,Hobart,AU,-42.8794,147.3294,46.26,85,100,18.41,light rain
1240,Kostino,RU,58.9097,53.2691,51.19,97,48,4.0,scattered clouds
1241,Broome,US,42.2506,-75.833,72.7,51,20,14.97,few clouds
1242,Aykhal,RU,66.0,111.5,41.56,85,97,9.8,overcast clouds
1243,Tura,IN,25.5198,90.2201,72.5,97,100,6.46,overcast clouds
1244,Tuktoyaktuk,CA,69.4541,-133.0374,41.0,65,75,9.22,broken clouds
1245,Hilo,US,19.7297,-155.09,80.26,73,0,4.0,clear sky
1246,Bredasdorp,ZA,-34.5322,20.0403,58.68,51,100,3.71,overcast clouds
1247,Bredasdorp,ZA,-34.5322,20.0403,58.68,51,100,3.71,overcast clouds
1248,Vila Velha,BR,-20.3297,-40.2925,85.95,55,0,10.36,clear sky
1249,Port Alfred,ZA,-33.5906,26.891,58.17,87,0,11.39,clear sky
1250,Mataura,NZ,-46.1927,168.8643,39.47,96,100,1.97,moderate rain
1251,Norman Wells,CA,65.282,-126.8329,50.04,66,75,16.11,broken clouds
1252,Sioux Lookout,CA,50.1001,-91.917,66.27,42,20,11.5,few clouds
1253,Mataura,NZ,-46.1927,168.8643,39.47,96,100,1.97,moderate rain
1254,Tula,RU,54.2044,37.6111,63.84,84,87,4.27,overcast clouds
1255,Port Lincoln,AU,-34.7333,135.8667,55.99,75,100,8.86,overcast clouds
1256,Hilo,US,19.7297,-155.09,80.26,73,0,4.0,clear sky
1257,Tuktoyaktuk,CA,69.4541,-133.0374,41.0,65,75,9.22,broken clouds
1258,Vao,NC,-22.6667,167.4833,72.16,82,93,12.46,overcast clouds
1259,Emerald,AU,-23.5333,148.1667,38.34,85,36,8.84,scattered clouds
1260,Mirnyy,RU,62.5353,113.9611,50.23,76,62,8.99,broken clouds
1261,Lagoa,PT,39.05,-27.9833,60.46,92,100,13.22,light rain
1262,Arraial Do Cabo,BR,-22.9661,-42.0278,78.76,69,75,3.44,broken clouds
1263,Bengkulu,ID,-3.8004,102.2655,74.64,87,99,2.19,overcast clouds
1264,Nizhniy Bestyakh,RU,61.9594,129.9086,56.68,67,0,8.95,clear sky
1265,Vaini,TO,-21.2,-175.2,69.96,94,75,4.61,broken clouds
1266,La Ciotat,FR,43.1748,5.6045,83.61,50,0,5.26,clear sky
1267,Rikitea,PF,-23.1203,-134.9692,74.97,70,100,14.03,overcast clouds
1268,Forio,IT,40.7342,13.8646,75.49,71,1,15.01,clear sky
1269,Airai,TL,-8.9266,125.4092,57.45,94,59,4.0,broken clouds
1270,Hermanus,ZA,-34.4187,19.2345,64.94,40,33,9.33,scattered clouds
1271,Lata,PT,40.1629,-8.3327,68.81,55,0,5.55,clear sky
1272,Ushuaia,AR,-54.8,-68.3,42.46,56,75,26.46,broken clouds
1273,Narsaq,GL,60.9167,-46.05,61.02,54,100,3.98,overcast clouds
1274,Busselton,AU,-33.65,115.3333,63.14,89,94,20.71,light rain
1275,Jiuquan,CN,39.7432,98.5174,63.86,17,100,4.27,overcast clouds
1276,Vaini,TO,-21.2,-175.2,69.96,94,75,4.61,broken clouds
1277,Beringovskiy,RU,63.05,179.3167,39.85,69,4,7.58,clear sky
1278,Hobart,AU,-42.8794,147.3294,46.26,85,100,18.41,light rain
1279,Castro,BR,-24.7911,-50.0119,60.17,84,100,5.66,overcast clouds
1280,Cape Town,ZA,-33.9258,18.4232,66.38,45,0,3.0,clear sky
1281,Sarandi,BR,-23.4436,-51.8739,65.75,77,75,8.05,light rain
1282,Ilulissat,GL,69.2167,-51.1,35.62,93,75,5.75,broken clouds
1283,Nikolskoye,RU,59.7035,30.7861,62.49,78,100,3.53,overcast clouds
1284,Rio Grande,BR,-32.035,-52.0986,55.51,52,6,18.16,clear sky
1285,Punta Arenas,CL,-53.15,-70.9167,41.11,70,75,18.41,broken clouds
1286,Visby,SE,57.6409,18.296,66.42,72,0,6.91,clear sky
1287,Ahipara,NZ,-35.1667,173.1667,59.61,89,14,17.36,light rain
1288,Sirvintos,LT,55.05,24.95,69.57,92,100,7.16,overcast clouds
1289,Sorland,NO,67.667,12.6934,46.26,76,0,16.28,clear sky
1290,Ahipara,NZ,-35.1667,173.1667,59.61,89,14,17.36,light rain
1291,Mehamn,NO,71.0357,27.8492,44.51,82,52,20.45,broken clouds
1292,Saint-Philippe,RE,-21.3585,55.7679,65.79,81,66,11.03,light rain
1293,Punta Arenas,CL,-53.15,-70.9167,41.11,70,75,18.41,broken clouds
